,Code_(CPT/DRG),Description,Rev_Code,Inpatient/Outpatient,Gross_Charges,Discounted_Cash_Price,Aetna,Cigna,Empire_Blue_Cross_Blue_Shield,Emblem_Health,United_Health_Group,Aetna_Medicare,AgeWell_Medicare,Emblem_Medicare,Empire_Medicare,Fidelis_Medicare,Healthfirst_Medicare,UHC_Community_Plan/United_Medicare,VNS_Medicare,WellCare_Medicare,1199,Affinity_Molina_Essential,Affinity_Molina_Medicaid/CHP,Amida_Care_Medicaid,Emblem_Medicaid/CHP,Empire_Healthplus_Essential,Empire_Healthplus_Exchange,Empire_Healthplus_Medicaid/CHP,Fidelis_Essential/Exchange,Fidelis_Medicaid/CHP,Healthfirst_Essential/Exchange,Healthfirst_Medicaid/CHP,MVP_Medicaid/CHP,MVP_Essential,United_Community_Plan_Essential,United_Community_Plan_Medicaid,VNS_Medicaid,Consumer_Health_Network,Devon,Equian,First_Health,Magnacare,Multiplan/Beechstreet/PHCS,QHM,Worldwide,Minimum_Negotiated_Charge,Maximum_Negotiated_Charge
43,81372,HC LAB HLA CLASS 1 TYPING LOW RESOLUTION COMPLETE,0300,Inpatient/Outpatient,485.0,485.0,282.513,339.794,282.513,282.513,361.63,403.59,504.4875,403.59,403.59,403.59,415.6977,407.6259,415.6977,417.71565,242.5,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,220.384,220.384,220.384,220.384,220.384,220.384,220.384,220.384,220.384,504.4875
44,81375,HC LAB HLA CLASS 2 TYPING LOW RES DRB1/3/4/5 AND DBQ1,0300,Inpatient/Outpatient,485.0,485.0,154.518,185.927,154.518,154.518,361.38,220.74,275.925,220.74,220.74,220.74,227.3622,222.9474,227.3622,228.4659,242.5,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,220.384,220.384,220.384,220.384,220.384,220.384,220.384,220.384,154.518,361.38
45,81376,HC LAB HLA CLASS 2 TYPING LOW RES ONE LOCUS EACH,0300,Inpatient/Outpatient,485.0,485.0,85.554,102.872,85.554,85.554,200.09,122.22,152.775,122.22,122.22,122.22,125.8866,123.4422,125.8866,126.4977,242.5,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,220.384,220.384,220.384,220.384,220.384,220.384,220.384,220.384,85.554,242.5
46,81378,HC LAB HLA CLASS 1&2 TYPING HIGH RESOLUTION,0300,Inpatient/Outpatient,3888.0,3888.0,241.899,291.13,241.899,241.899,565.73,345.57,431.9625,345.57,345.57,345.57,355.9371,349.0257,355.9371,357.66495,1944,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,1766.7072,1766.7072,1766.7072,1766.7072,1766.7072,1766.7072,1766.7072,1766.7072,241.899,1944.0
47,81380,HC LAB HLA CLASS 1 TYPING HIGH RES ONE LOCUS EACH,0300,Inpatient/Outpatient,970.0,970.0,124.075,149.205,124.075,124.075,290.17,177.25,221.5625,177.25,177.25,177.25,182.5675,179.0225,182.5675,183.45375,485,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,440.768,440.768,440.768,440.768,440.768,440.768,440.768,440.768,124.075,485.0
48,81381,HC LAB HLA CLASS 1 TYPING HIGH RES 1 ALLELE/ALLELE GROUP,0300,Inpatient/Outpatient,585.0,585.0,118.93,143.087,118.93,118.93,154.84,169.9,212.375,169.9,169.9,169.9,174.997,171.599,174.997,175.8465,292.5,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,265.824,265.824,265.824,265.824,265.824,265.824,265.824,265.824,118.93,292.5
49,81382,HC LAB HLA CLASS 2 TYPING HIGH RES ONE LOCUS EACH,0300,Inpatient/Outpatient,970.0,970.0,86.576,104.034,86.576,86.576,202.48,123.68,154.6,123.68,123.68,123.68,127.3904,124.9168,127.3904,128.0088,485,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,440.768,440.768,440.768,440.768,440.768,440.768,440.768,440.768,86.576,485.0
50,81513,HC LAB INF DISEASE BACTERIAL VAGINOSIS QUANT RT AMP,0300,Inpatient/Outpatient,132.0,132.0,99.841,120.064,Not separately payable,99.841,171.16,142.63,178.2875,142.63,142.63,142.63,146.9089,144.0563,146.9089,147.62205,66,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,59.9808,59.9808,59.9808,59.9808,59.9808,59.9808,59.9808,59.9808,59.9808,178.2875
51,81539,HC ASSAY FOR PROSTATE CANCER SCREENING,0300,Inpatient/Outpatient,2668.0,2668.0,532,639.954,532,532,722.52,760,950,760,760,760,782.8,767.6,782.8,786.6,1334,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,1212.3392,1212.3392,1212.3392,1212.3392,1212.3392,1212.3392,1212.3392,1212.3392,532.0,1334.0
52,88720,HC LAB BILIRUBIN TOTAL TRANSCUTANEOUS,0300,Inpatient/Outpatient,106.0,106.0,3.5140000000000002,4.368,3.5140000000000002,3.5140000000000002,8.47,5.02,6.275,5.02,5.02,5.02,5.1706,5.0702,5.1706,5.1957,53,192.0204825515,85.3424366896,98.143802193,98.143802193,192.0204825515,213.3560917239,85.3424366896,213.3560917239,85.3424366896,63.6,89.609558524,85.3424366896,102.4109240275,119.4794113654,85.3424366896,85.3424366896,48.1664,48.1664,48.1664,48.1664,48.1664,48.1664,48.1664,48.1664,3.5140000000000002,213.3560917239
53,89050,HC LAB CELL COUNT BODY FLUIDS NOT BLOOD,0300,Inpatient/Outpatient,80.0,80.0,3.304,4.081,3.304,3.304,7.98,4.72,5.9,4.72,4.72,4.72,4.8616,4.7672,4.8616,4.8852,40,260.1375631648,115.6166947399,132.9591989509,132.9591989509,260.1375631648,289.0417368498,115.6166947399,289.0417368498,115.6166947399,48,121.3975294769,115.6166947399,138.7400336879,161.8633726359,115.6166947399,115.6166947399,36.352,36.352,36.352,36.352,36.352,36.352,36.352,36.352,3.304,289.0417368498
54,89051,HC LAB CELL COUNT BODY FLUIDS NOT BLOOD W/DIFF,0300,Inpatient/Outpatient,78.0,78.0,3.92,4.662,3.92,3.92,9.3,5.6,7,5.6,5.6,5.6,5.768,5.656,5.768,5.796,39,260.1375631648,115.6166947399,132.9591989509,132.9591989509,260.1375631648,289.0417368498,115.6166947399,289.0417368498,115.6166947399,46.8,121.3975294769,115.6166947399,138.7400336879,161.8633726359,115.6166947399,115.6166947399,35.4432,35.4432,35.4432,35.4432,35.4432,35.4432,35.4432,35.4432,3.92,289.0417368498
55,89055,HC LAB LEUKOCYTE ASSESMENT FECAL QUAL/SEMIQUANT,0300,Inpatient/Outpatient,104.0,104.0,2.989,3.5,2.989,2.989,7.21,4.27,5.3375,4.27,4.27,4.27,4.3981,4.3127,4.3981,4.41945,52,260.1375631648,115.6166947399,132.9591989509,132.9591989509,260.1375631648,289.0417368498,115.6166947399,289.0417368498,115.6166947399,62.4,121.3975294769,115.6166947399,138.7400336879,161.8633726359,115.6166947399,115.6166947399,47.2576,47.2576,47.2576,47.2576,47.2576,47.2576,47.2576,47.2576,2.989,289.0417368498
56,89060,HC LAB EXAM SYNOVIAL FLUID CRYSTALS,0300,Inpatient/Outpatient,105.0,105.0,5.131,6.118,5.131,5.131,12.07,7.33,9.1625,7.33,7.33,7.33,7.5499,7.4033,7.5499,7.58655,52.5,260.1375631648,115.6166947399,132.9591989509,132.9591989509,260.1375631648,289.0417368498,115.6166947399,289.0417368498,115.6166947399,63,121.3975294769,115.6166947399,138.7400336879,161.8633726359,115.6166947399,115.6166947399,47.712,47.712,47.712,47.712,47.712,47.712,47.712,47.712,5.131,289.0417368498
57,89230,HC LAB SWEAT COLLECTION IONTOPHORESIS,0300,Inpatient/Outpatient,160.0,160.0,42.99505,2.24,28.1556,42.99505,43.78,61.4215,76.776875,61.4215,61.4215,61.4215,63.264145,62.035715,63.264145,63.5712525,80,343.5725540868,152.6989129275,175.6037498666,175.6037498666,343.5725540868,381.7472823187,152.6989129275,381.7472823187,152.6989129275,96,160.3338585738,152.6989129275,183.238695513,213.7784780985,152.6989129275,152.6989129275,72.704,72.704,72.704,72.704,72.704,72.704,72.704,72.704,2.24,381.7472823187
58,89325,HC LAB SPERM ANTIBODIES,0300,Inpatient/Outpatient,396.0,396.0,7.469,9.037,7.469,7.469,18.02,10.67,13.3375,10.67,10.67,10.67,10.9901,10.7767,10.9901,11.04345,198,260.1375631648,115.6166947399,132.9591989509,132.9591989509,260.1375631648,289.0417368498,115.6166947399,289.0417368498,115.6166947399,237.6,121.3975294769,115.6166947399,138.7400336879,161.8633726359,115.6166947399,115.6166947399,179.9424,179.9424,179.9424,179.9424,179.9424,179.9424,179.9424,179.9424,7.469,289.0417368498
59,99001,HC LAB STORAGE OF SERA PER SAMPLE,0300,Inpatient/Outpatient,64.0,64.0,47.424,36.544,Not separately payable,Not separately payable,9.37,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,Not separately payable,32,253.782819,112.792364,129.7112186,129.7112186,253.782819,281.98091,112.792364,281.98091,112.792364,38.4,118.4319822,112.792364,135.3508368,157.9093096,112.792364,112.792364,29.0816,29.0816,29.0816,29.0816,29.0816,29.0816,29.0816,29.0816,9.37,281.98091
60,80047,HC LAB BASIC METABOLIC PANEL W/IONIZED CALCIUM POC,0301,Inpatient/Outpatient,81.0,81.0,9.611,11.655,9.611,9.611,14.29,13.73,17.1625,13.73,13.73,13.73,14.1419,13.8673,14.1419,14.21055,40.5,230.507012238,102.4475609947,117.8146951439,117.8146951439,230.507012238,256.1189024867,102.4475609947,256.1189024867,102.4475609947,48.6,107.5699390444,102.4475609947,122.9370731936,143.4265853925,102.4475609947,102.4475609947,36.8064,36.8064,36.8064,36.8064,36.8064,36.8064,36.8064,36.8064,9.611,256.1189024867
61,80048,HC LAB BASIC METABOLIC PANEL CALCIUM TOTAL,0301,Inpatient/Outpatient,99.0,99.0,5.922,6.993,5.922,5.922,14.29,8.46,10.575,8.46,8.46,8.46,8.713799999999999,8.544599999999999,8.713799999999999,8.7561,49.5,230.507012238,102.4475609947,117.8146951439,117.8146951439,230.507012238,256.1189024867,102.4475609947,256.1189024867,102.4475609947,59.4,107.5699390444,102.4475609947,122.9370731936,143.4265853925,102.4475609947,102.4475609947,44.9856,44.9856,44.9856,44.9856,44.9856,44.9856,44.9856,44.9856,5.922,256.1189024867
62,80051,HC LAB ELECTROLYTE PANEL,0301,Inpatient/Outpatient,118.0,118.0,4.907,5.831,4.907,4.907,11.84,7.01,8.7625,7.01,7.01,7.01,7.2203,7.0801,7.2203,7.25535,59,230.507012238,102.4475609947,117.8146951439,117.8146951439,230.507012238,256.1189024867,102.4475609947,256.1189024867,102.4475609947,70.8,107.5699390444,102.4475609947,122.9370731936,143.4265853925,102.4475609947,102.4475609947,53.6192,53.6192,53.6192,53.6192,53.6192,53.6192,53.6192,53.6192,4.907,256.1189024867
63,80053,HC LAB COMPREHENSIVE METABOLIC PANEL,0301,Inpatient/Outpatient,92.0,92.0,7.392,9.037,7.392,7.392,17.84,10.56,13.2,10.56,10.56,10.56,10.8768,10.6656,10.8768,10.9296,46,230.507012238,102.4475609947,117.8146951439,117.8146951439,230.507012238,256.1189024867,102.4475609947,256.1189024867,102.4475609947,55.2,107.5699390444,102.4475609947,122.9370731936,143.4265853925,102.4475609947,102.4475609947,41.8048,41.8048,41.8048,41.8048,41.8048,41.8048,41.8048,41.8048,7.392,256.1189024867
64,80061,HC LAB LIPID PANEL,0301,Inpatient/Outpatient,171.0,171.0,9.373,11.368,9.373,9.373,22.62,13.39,16.7375,13.39,13.39,13.39,13.7917,13.5239,13.7917,13.85865,85.5,230.507012238,102.4475609947,117.8146951439,117.8146951439,230.507012238,256.1189024867,102.4475609947,256.1189024867,102.4475609947,102.6,107.5699390444,102.4475609947,122.9370731936,143.4265853925,102.4475609947,102.4475609947,77.7024,77.7024,77.7024,77.7024,77.7024,77.7024,77.7024,77.7024,9.373,256.1189024867
65,80069,HC LAB RENAL FUNCTION PANEL,0301,Inpatient/Outpatient,77.0,77.0,6.076,7.287,6.076,6.076,14.66,8.68,10.85,8.68,8.68,8.68,8.9404,8.7668,8.9404,8.9838,38.5,230.507012238,102.4475609947,117.8146951439,117.8146951439,230.507012238,256.1189024867,102.4475609947,256.1189024867,102.4475609947,46.2,107.5699390444,102.4475609947,122.9370731936,143.4265853925,102.4475609947,102.4475609947,34.9888,34.9888,34.9888,34.9888,34.9888,34.9888,34.9888,34.9888,6.076,256.1189024867
66,80074,HC LAB ACUTE HEPATITIS PANEL,0301,Inpatient/Outpatient,715.0,715.0,33.341,40.215,33.341,33.341,80.41,47.63,59.5375,47.63,47.63,47.63,49.0589,48.1063,49.0589,49.29705,357.5,230.507012238,102.4475609947,117.8146951439,117.8146951439,230.507012238,256.1189024867,102.4475609947,256.1189024867,102.4475609947,429,107.5699390444,102.4475609947,122.9370731936,143.4265853925,102.4475609947,102.4475609947,324.896,324.896,324.896,324.896,324.896,324.896,324.896,324.896,33.341,429.0
67,80076,HC LAB HEPATIC FUNCTION PANEL,0301,Inpatient/Outpatient,116.0,116.0,5.719,6.993,5.719,5.719,13.79,8.17,10.2125,8.17,8.17,8.17,8.4151,8.2517,8.4151,8.45595,58,230.507012238,102.4475609947,117.8146951439,117.8146951439,230.507012238,256.1189024867,102.4475609947,256.1189024867,102.4475609947,69.6,107.5699390444,102.4475609947,122.9370731936,143.4265853925,102.4475609947,102.4475609947,52.7104,52.7104,52.7104,52.7104,52.7104,52.7104,52.7104,52.7104,5.719,256.1189024867
68,80150,HC LAB DRUG SCREEN QUANTITATIVE AMIKACIN,0301,Inpatient/Outpatient,152.0,152.0,10.556000000000001,12.824,10.556000000000001,10.556000000000001,25.45,15.08,18.85,15.08,15.08,15.08,15.532399999999999,15.2308,15.532399999999999,15.6078,76,207.3922395432,92.1743286859,106.0004779887,106.0004779887,207.3922395432,230.4358217146,92.1743286859,230.4358217146,92.1743286859,91.2,96.7830451201,92.1743286859,110.609194423,129.0440601602,92.1743286859,92.1743286859,69.0688,69.0688,69.0688,69.0688,69.0688,69.0688,69.0688,69.0688,10.556000000000001,230.4358217146
69,80155,HC LAB DRUG ASSAY CAFFEINE,0301,Inpatient/Outpatient,172.0,172.0,26.999,32.347,26.999,26.999,23.16,38.57,48.2125,38.57,38.57,38.57,39.7271,38.9557,39.7271,39.91995,86,207.3922395432,92.1743286859,106.0004779887,106.0004779887,207.3922395432,230.4358217146,92.1743286859,230.4358217146,92.1743286859,103.2,96.7830451201,92.1743286859,110.609194423,129.0440601602,92.1743286859,92.1743286859,78.1568,78.1568,78.1568,78.1568,78.1568,78.1568,78.1568,78.1568,23.16,230.4358217146
70,80156,HC LAB DRUG ASSAY CARBAMAZEPINE TOTAL,0301,Inpatient/Outpatient,209.0,209.0,10.199,12.243,10.199,10.199,24.59,14.57,18.2125,14.57,14.57,14.57,15.0071,14.7157,15.0071,15.07995,104.5,207.3922395432,92.1743286859,106.0004779887,106.0004779887,207.3922395432,230.4358217146,92.1743286859,230.4358217146,92.1743286859,125.4,96.7830451201,92.1743286859,110.609194423,129.0440601602,92.1743286859,92.1743286859,94.9696,94.9696,94.9696,94.9696,94.9696,94.9696,94.9696,94.9696,10.199,230.4358217146
71,80157,HC LAB DRUG ASSAY CARBAMAZEPINE FREE,0301,Inpatient/Outpatient,87.0,87.0,9.275,11.074,9.275,9.275,22.39,13.25,16.5625,13.25,13.25,13.25,13.6475,13.3825,13.6475,13.713750000000001,43.5,207.3922395432,92.1743286859,106.0004779887,106.0004779887,207.3922395432,230.4358217146,92.1743286859,230.4358217146,92.1743286859,52.2,96.7830451201,92.1743286859,110.609194423,129.0440601602,92.1743286859,92.1743286859,39.5328,39.5328,39.5328,39.5328,39.5328,39.5328,39.5328,39.5328,9.275,230.4358217146
